Index,Make and Model,Issue Tested,Base MSRP,Engine Type,Transmission,Rear-Wheel HP,Rear-Wheel TQ (lb.-ft.),Wet Weight,Average MPG,Top Speed,"0–60 mph, sec.","0–100 mph, sec.","Quartermile, sec","Quartermile, mph",Braking 60–0 mph (feet),Power to Weight,PWRatio,Rating Category,,Color
205,ST1300,12-Jul,14499,V-4,5,108.5,82.3,732,37.9,142,3.49,8.76,11.45,116.19,126.4,6.75,0.15,Open Sport-Tourer,,
201,ST1300 ABS,3-Mar,14499,V-4,5,106.1,81.6,727,43.7,144,3.49,8.62,11.47,116.16,124.3,6.85,0.15,Open Sport-Tourer,,
74,ST2 12-96,Dec-96,12795,V-2,5,59.4,64.2,517,37.5,115,4.88,n/.a,13.05,100.81,115.1,8.7,0.11,Open Sport-Tourer,,
102,ST2 12-97,Dec-97,12499,L-2,6,71.9,53.9,520,38.9,133,3.85,10.35,12.02,109.63,111.7,7.23,0.14,Open Sport-Tourer,,
106,ST3,10-May,11995,L-2,6,99,67.8,518,36.4,140,3.37,7.92,11.19,120.28,113.6,5.23,0.19,Open Sport-Tourer,,
107,ST3 996,10/00,16495,L-2,6,108.4,68.3,484,42.8,160,3.11,6.42,10.58,129.26,115.6,4.46,0.22,Open Sportbike,,
103,ST4,Dec-98,14495,L-2,6,99.3,59.9,524,36.1,153,3.23,7.39,11.02,124.02,110,5.28,0.19,Open Sportbike,,
108,ST4s,8-Apr,15995,L-2,6,108.3,68.5,531,50.4,142,3.29,7.9,11.24,118.19,110.3,4.9,0.2,Open Sport-Tourer,,
475,Star Stratoliner S,12-Oct,17490,V-2,5,86.15,106.94,811,40.5,119.2,4.31,n/.a,12.49,102.93,123.3,9.41,0.11,Heavyweight Cruiser,,
308,Stelvio ABS,2-Oct,15990,V-2,6,88.01,74.17,612,35.5,130.7,3.91,10.48,11.94,111.2,120.79,6.92,0.14,Adventure-Tourer,,
309,Stelvio NTX ABS,7-Dec,15990,V-2,6,90.63,70.86,666,38,127,4.05,9.84,12.06,111.75,117.6,7.35,0.14,Adventure-Tourer,,
376,Street Triple,8-Aug,7999,I-3,6,90.6,43.5,441,38.7,141,3.41,7.98,11.17,120.06,118,4.56,0.22,Middleweight Standard,,
378,Street Triple R 13-Mar,Mar-13,9999,I-3,6,95.35,45.18,413,38.5,141,3.64,7.93,11.42,118.97,129.4,4.33,0.23,Middleweight Standard,,
377,Street Triple R 8-Sep,8-Sep,9499,I-3,6,92.24,44.25,420.5,40.1,141.7,3.36,7.97,11.31,118.1,114.6,4.54,0.22,Middleweight Standard,,
115,Streetfighter S,9-Sep,18995,L-2,6,141.12,78,448,40.5,157.2,3.07,6.62,10.66,128.5,120.6,3.18,0.31,Open Standard,,
320,Suzuki DR200SE,11-Oct,4199,1,5,13.29,9.55,276.5,63.8,71.5,18.37,13.62,n/.a,66.67,160.37,20.01,0.05,Lightweight Dual-Sport,,
358,SV1000S,6-Mar,8599,V-2,6,103.1,66.1,480,43.2,146,3.08,6.56,10.59,130.81,112.7,4.66,0.21,Open Sportbike,,
341,SV650 ‘03,10-Mar,5899,V-2,6,68.6,45.2,428,35.5,126,3.74,9.75,11.89,111.36,120.3,6.24,0.16,Middleweight Standard,,
340,SV650 ’99,Apr-99,5699,V-2,6,65.2,42.4,417,40.8,121,3.76,10.75,12.04,107.22,108.8,6.4,0.16,Middleweight Standard,,
342,SV650S ’03,7-Mar,6299,V-2,6,69,45.1,433,47.8,128,3.61,9.07,11.63,114.41,119,6.28,0.16,Middleweight Sportbike,,
343,SV650S ’07,5-Jul,6499,V-2,6,68.2,42.8,435,58.3,131,3.8,10.51,12.05,108.32,119.2,6.38,0.16,Middleweight Sportbike,,
393,T509 Speed Triple,Nov-97,9995,I-3,6,82.2,52.3,480,34.6,141,3.88,9.29,11.85,114.9,110.8,5.84,0.17,Open Standard,,
219,TE310,4-Dec,8199,1,6,27.7,16.94,267.5,48.1,81.3,6.29,n/.a,14.9,81.32,134,9.66,0.1,Competition Dual-Sport,,
383,Thruxton,2-May,7999,I-2,5,54.9,43.8,489,41.7,124,5.33,13.42,13.42,100,133.8,8.91,0.11,Middleweight Sportbike,,
384,Thruxton ‘13,10-Dec,8799,I-2,5,61.7,47.03,501,46.8,125.9,5.01,n/.a,13.28,99.61,136.5,8.12,0.12,Middleweight Standard,,
388,Thunderbird,1-Oct,16544,I-2,6,93.05,74.21,801,35.1,109.4,4.79,n/.a,13.31,95.52,126.7,10.79,0.09,Heavyweight Cruiser,,
389,Thunderbird Sport,8/00,8699,I-3,6,71.3,53.7,538,41.8,109,3.88,10.77,12.19,104.3,115.8,7.55,0.13,Open Standard,,
398,Tiger ’05,7-May,10499,I-3,6,85.2,60.6,566,45.8,132,3.3,10.12,11.52,109.2,118.8,6.64,0.15,Open Adventure-Tourer,,
399,Tiger 1050 ’07,4-Jul,10699,I-3,6,102.5,65,507,35,134,3.32,7.7,11.16,118.52,114.6,4.95,0.2,Open Sport-Tourer,,
392,Tiger 1200 Explorer,8-Dec,15699,I-3,6,113.94,74.59,589,43,132.2,3.47,8.01,11.32,118.07,121.3,5.17,0.19,Open Adventure-Tourer,,
379,Tiger 800XC,8-Nov,10999,I-3,6,80.1,48.51,503,44.3,129,4.08,10.56,12.19,108.72,128.4,6.2,0.16,Middleweight Adventure,,
390,Tiger 900 ’98,Oct-98,9995,I-3,6,74.8,53.5,576,32.9,121,4.45,12.52,12.17,104.1,117.8,7.7,0.13,Open Adventure-Tourer,,
391,Tiger 900 ’99,Jul-99,10395,I-3,6,71,48.9,547,46.3,120,4.34,n/.a,12.66,102.84,129.6,7.7,0.13,Open Adventure-Tourer,,
396,Tiger 955I ’01,10-Jan,10799,I-3,6,80.3,57.3,543,43.2,130,8.87,10.6,12.06,108.4,115.9,6.76,0.15,Open Adventure-Tourer,,
397,Tiger 955i ’02,9-Feb,10899,I-3,6,80.3,57.3,543,44.9,130,3.87,10.6,12.06,108.4,115.9,6.76,0.15,Open Adventure-Tourer,,
356,TL1000R,Aug-98,9499,V-2,6,112,67.9,509,39.1,166,3.22,6.93,10.79,129.54,115.8,4.54,0.22,Open Sportbike,,
355,TL1000S,Aug-97,8999,V-2,6,108.9,70.8,470,36.9,156,3.4,6.94,10.85,127.7,109.4,4.32,0.23,Open Sportbike,,
431,Tmax Scooter,10-Aug,7999,I-2,CVT,34.9,29.7,491,48.1,94,9.23,n/.a,16.71,82.87,122.2,14.05,0.07,Maxi-Scooter,,
220,TR650,Jan-13,6999,1,5,47.89,38.29,405,46.1,101.5,4.57,15.27,13.01,99.02,122.3,8.46,0.12,Middleweight Dual-Sport,,
370,Triumph TT600,3-Jan,8299,I-4,6,88.9,39.2,452,39.9,149,3.39,7.57,11.09,122.6,114.8,5.08,0.2,Middleweight Sportbike,,
387,Trophy 900,Dec-96,11595,I-3,6,90.9,54.4,603,33.5,136,4.17,10.03,12.17,112.9,118.1,6.63,0.15,Open Sport-Tourer,,
410,Trophy SE,Apr-13,18999,I-3,6,115.9,75.61,716,41.5,134.4,3.7,8.48,11.53,116.58,124.3,6.76,0.15,Open Sport-Tourer,,
322,TU250X,8-Sep,3799,1,5,15.62,12,329,57.9,72.7,12.49,n/.a,17.88,69.61,134.1,21.06,0.05,Lightweight Standard,,
12,Tuono,9-Mar,11999,V-2,6,106.7,63.2,475,42,165,3.35,6.78,10.75,130.28,116.9,4.45,0.22,Open Standard,,
13,Tuono ’09,12-Aug,12999,V-2,6,108.3,62.9,471,39.6,157,3.47,7.48,11.1,124.35,110.8,4.34,0.23,Open Standard,,
14,Tuono Factory,9-Sep,16999,V-2,6,112.65,65.03,456,37.1,147.3,3.63,7.62,11.19,123.89,123.3,4.05,0.25,Open Standard,,
15,Tuono V4 APRC,8-Dec,14599,V-2,6,152.03,75.03,469.5,29.8,158.3,3.13,5.95,10.28,138.1,116.7,3.09,0.32,Open Naked Sportbike,,
413,Ural Patrol Sidecar Combo,3-May,9695,O-2,4+R,n/.a,n/.a,746,31.3,n/.a,n/.a,n/.a,n/.a,n/.a,n/.a,n/a,#VALUE!,MC/Sidecar Combo,,
442,V Star,May-98,5899,V-2,5,33.4,35.4,535,41.2,91,7.82,n/.a,15.82,82.41,120.2,16.02,0.06,Middleweight Cruiser,,
455,V Star 1100,Jun-99,7799,V-2,5,52.1,58,610,35.8,113,5.33,n/.a,13.68,95.41,121.3,11.71,0.09,Heavyweight Cruiser,,
456,V Star 1100 Classic,2/00,8099,V-2,5,48.7,57.2,658,34.2,94,6.53,n/.a,14.91,83.59,130.7,13.51,0.07,Heavyweight Cruiser,,
458,V Star 1300 Tourer,3-Jul,11190,V-2,5,64.8,70.9,719,42.3,105,5.14,n/.a,13.62,93.33,121.1,11.1,0.09,Middleweight Cruiser,,
448,V Star 950 Tourer,5-Sep,8990,V-2,5,46.24,53.27,658,41.4,97.3,6.51,n/.a,14.93,83.97,133.8,14.23,0.07,Middleweight Cruiser,,
459,V-Max,Apr-97,10499,V-4,5,113.5,83.1,631,34.2,145,3.33,7.74,11.09,121.49,122.3,5.56,0.18,Heavyweight Cruiser,,
303,V11 Sport TT,9-Jan,12190,V-2,6,75.4,60.8,524,34.5,142,4.01,9.8,12,112.53,126,6.95,0.14,Open Standard,,
304,V11EV,Sep-99,11770,V-2,5,60.1,57.3,605,44.9,120,5.67,n/.a,13.98,93.84,129.3,10.07,0.1,Heavyweight Cruiser,,
301,V7 Classic,11-Sep,8790,V-2,5,38.68,36.38,443.5,46,104.5,6.23,n/.a,14.57,88.58,128.1,11.82,0.08,Middleweight Standard,,
302,V7 Racer,Mar-13,9990,V-2,5,39.47,40.55,442.5,51.1,101.3,6.02,n/.a,14.29,89.71,134.4,11.21,0.09,Middleweight Sportbike,,
210,Valkyrie Interstate,Apr-99,14199,O-6,5,94.9,92.8,833,30.7,118,4.37,n/.a,12.76,100.89,116.4,8.78,0.11,Luxury Tourer,,
216,Valkyrie Rune,10-Mar,24499,O-6,5,97.4,112.1,877,37.4,123,3.77,11.32,12.14,105.92,125.7,9,0.11,Heavyweight Cruiser,,
208,Valkyrie Tourer,Mar-99,14199,O-6,5,93.2,92.5,776,32.9,118,4.12,12.41,12.52,103.9,114.8,8.33,0.12,Heavyweight Cruiser,,
415,Vectrix VX-1 Li+,4-Dec,13995,DC,Auto,18.57,n/.a,454.5,n/.a,68.5,12.47,n/.a,12.47,68.23,141.04,24.49,0.04,Electric Scooter,,
417,Vegas,8-Mar,14999,V-2,5,70,87.5,661,33,119,4.31,11.93,12.56,105.64,131.2,9.44,0.11,Heavyweight Cruiser,,
244,Versys 650,11-Jul,6899,I-2,6,58.7,41.5,453,46.5,117,4.86,14.19,12.96,99.15,127.9,7.72,0.13,Middleweight Standard,,
245,Versys 650 ‘12,6-Dec,7899,I-2,6,57.5,40.76,460,51.4,111.4,4.17,n/.a,12.66,100.62,122.4,8,0.13,Middleweight Standard,,
200,VFR1200F ABS,8-Oct,15999,V-4,6,148.94,84.68,590.5,45.5,157,2.7,5.97,10.16,134.9,117.4,3.96,0.25,Open Sport-Tourer,,
181,VFR800FI ABS ’02,3-Feb,10999,V-4,6,93.7,52.9,554,38.8,143,3.36,7.88,11.21,120.12,119.5,5.91,0.17,Middleweight Sportbike,,
180,VFR800FI Interceptor ’98,Jun-98,9499,V-4,6,98.8,56.9,517,38.1,147,3.36,7.92,11.19,120.22,107.9,5.23,0.19,Middleweight Sportbike,,
416,Victory V92C Deluxe,2-Feb,15499,V-2,5,67.1,86.2,711,41,105,4.83,n/.a,13.35,94.9,117.8,10.6,0.09,Heavyweight Cruiser,,
426,Virago 250,May-96,3899,V-2,5,18.4,14.3,325,66.9,75,9.98,n/.a,17.24,70.66,117.1,17.66,0.06,Lightweight Cruiser,,
422,Vision Tour,4-Aug,19999,V-2,6,80.3,93.4,810,35.2,118,4.65,14.52,12.96,100.55,124.9,11.01,0.09,Luxury Tourer,,
365,VL1500 Intruder LC,Apr-98,9899,V-2,5,52.9,73.5,701,36,109,5.99,n/.a,14.15,92.1,112.6,13.25,0.08,Heavyweight Cruiser,,
351,VL800 Volusia,12-Jan,6599,V-2,5,39.9,42.5,588,34.9,110,6.22,n/.a,14.44,89.41,121.1,14.74,0.07,Middleweight Cruiser,,
460,VMax,7-Sep,17999,V-4,5,173.3,110.92,694,28.3,137.6,3,6,10.3,136.44,124.8,4,0.25,Heavyweight Cruiser,,
265,Voyager XII ’97,Dec-97,12399,I-4,5,78.6,71.6,810,35.6,113,4.72,n/.a,13.14,97.7,131.7,10.3,0.1,Luxury Tourer,,
266,Voyager XII ’99,Apr-99,11999,I-4,5,81.1,72.2,810,35.5,113,4.72,n/.a,13.14,97.7,131.7,9.99,0.1,Luxury Tourer,,
125,VRSC V-Rod,11-Jan,16999,V-2,5,103.2,72,619,34.1,137,3.52,8.22,11.38,119.07,109.5,6,0.17,Heavyweight Cruiser,,
124,VRSCF V-Rod Muscle,1-Oct,18299,V-2,5,105,73.1,677.5,26.8,137.6,3.73,9.06,11.73,113.79,113.7,6.45,0.16,Heavyweight Cruiser,,
126,VRSCR Street Rod,5-May,16495,V-2,5,102.2,68.4,636,35.7,134,4.25,9.57,12.07,114.81,127.9,6.22,0.16,Open Standard,,
152,VRSCX V-Rod,6-Jul,19995,V-2,5,107.4,75.9,676,38.2,138,3.59,8.39,11.46,117.57,114.7,6.29,0.16,Heavyweight Cruiser,,
195,VT1100C3 Shadow Aero,Apr-98,9699,V-2,5,43.2,62.2,660,31,107,6.68,n/.a,14.88,86.25,118.8,15.28,0.07,Heavyweight Cruiser,,
185,VTR1000F Super Hawk,Apr-97,8999,V-2,6,98.2,64.9,472,30.7,150,3.32,7.27,10.98,124.36,112.7,4.81,0.21,Open Sportbike,,
203,VTX1300R,3-Jul,9699,V-2,5,60,74.5,759,39,104,5.84,n/.a,14.17,90.55,122.6,12.65,0.08,Touring Cruiser,,
202,VTX1300S,7-Feb,8999,V-2,5,57.8,74.7,709,39.9,113,5.12,n/.a,13.5,95.64,122,12.27,0.08,Open Cruiser,,
211,VTX1800,5-Jan,12195,V-2,5,86.2,99.4,753,38.6,135,3.81,10.6,12.12,109.47,109.5,8.74,0.11,Heavyweight Cruiser,,
275,Vulcan 1500 Classic ’96,Aug-96,10499,V-2,4,44.1,67.9,683,37.1,100,6.64,n/.a,14.88,83.24,123.5,15.49,0.06,Heavyweight Cruiser,,
276,Vulcan 1500 Classic FI,8/00,10799,V-2,5,54,73.5,720,36.6,107,5.25,n/.a,13.63,94.82,110.8,13.33,0.08,Heavyweight Cruiser,,
274,Vulcan 1500 Drifter,7/00,11499,V-2,5,54.6,100.1,741,34.5,99,5.53,n/.a,13.94,92.6,122.3,13.57,0.07,Heavyweight Cruiser,,
277,Vulcan 1500 Nomad,Mar-99,11999,V-2,5,49,68.1,775,34.5,93,6.78,n/.a,14.99,84.37,132.9,15.82,0.06,Heavyweight Cruiser,,
279,Vulcan 1600 Classic,7-Mar,10499,V-2,5,55.4,81.5,744,38.7,110,5.29,n/.a,13.65,94.33,122.4,13.43,0.07,Heavyweight Cruiser,,
280,Vulcan 1700 Vaquero,6-Nov,16499,V-2,6,65.8,80.93,834.5,35.3,114,5.4,n/.a,13.83,87.11,123.51,12.68,0.08,Heavyweight Cruiser,,
281,Vulcan 2000,4-Apr,14499,V-2,5,90,116.9,818,41.3,134,3.95,10.8,12.15,106.7,119.4,9.09,0.11,Heavyweight Cruiser,,
249,Vulcan 800 Drifter,1-Feb,7499,V-2,5,47.2,41.4,597,39.7,108,5.88,n/.a,14.16,92.2,123.2,12.65,0.08,Middleweight Cruiser,,
252,Vulcan 900 Custom,2-Jul,7349,V-2,5,44.3,51.7,600,47.9,105,5.92,n/.a,14.19,89.57,129.8,13.55,0.07,Middleweight Cruiser,,
278,Vulcan Mean Streak,10-Jan,10999,V-2,5,62.7,75.6,695,35.2,120,5.04,n/.a,13.29,99.52,109.9,11.08,0.09,Heavyweight Cruiser,,
243,W650,6/00,6499,I-2,5,43.4,36.6,470,46.8,103,5.2,n/.a,13.7,93.65,120.2,10.83,0.09,Middleweight Standard,,
429,WR250R,12-Sep,6090,1,6,24,14.98,301.5,53.3,88.8,8.71,n/.a,16.39,71.82,141.1,12.49,0.08,Lightweight Dual-Sport,,
430,WR250X,7-Aug,5999,1,6,26.9,16.5,301,53.4,88.5,7.69,n/.a,15.75,77.4,120.7,11.15,0.09,Lightweight Supermoto,,
81,X-1,Nov-99,10599,V-2,5,84.4,72.6,495,39.9,135,3.52,8.64,11.45,116.53,112.2,5.86,0.17,Open Standard,,
79,XB12S Lightning,11-Mar,10995,V-2,5,85.4,70.5,462,44.8,135,3.63,8.73,11.54,118,123.3,5.41,0.18,Open Standard,,
80,XB12Ss Lightning Long,2-Jun,10495,V-2,5,81,68.2,471,49.9,127,3.88,10.17,12.02,110.69,117.9,5.81,0.17,Open Standard,,
82,XB12X Ulysses,10-May,11495,V-2,5,82.1,67.5,507,50.4,127,4.27,11.38,12.47,106.97,129,6.18,0.16,Open Adventure-Tourer,,
83,XB12X Ulysses ’08,12-Aug,11495,V-2,5,83.9,69.3,506,45.7,131,4.2,10.2,12.18,111.51,125.7,6.03,0.17,Open Adventure-Tourer,,
77,XB9R Firebolt,10-Feb,9995,V-2,5,75.2,59.9,450,39.2,127,3.94,9.22,11.83,115.67,125.7,5.98,0.17,Middleweight Sportbike,,
129,XL1200C Sportster,12-Mar,10040,V-2,5,58,68.7,585,44.2,124,4.58,n/.a,12.99,100.11,123.7,10.09,0.1,Heavyweight Cruiser,,
130,XL1200N Nightster,7-Jul,9595,V-2,5,57.2,64.4,564,40.7,107,4.84,13.74,13.21,99.71,121.7,9.86,0.1,Heavyweight Cruiser,,
127,XL1200S,Mar-96,7910,V-2,5,56,61,520,50.5,107,4.74,n/.a,13.54,93.85,110,9.29,0.11,Heavyweight Cruiser,,
128,XL1200S Sportster,Oct-99,8495,V-2,5,56.4,65.5,526,50.4,110,4.8,n/.a,13.15,98.65,114.5,9.33,0.11,Heavyweight Cruiser,,
131,XR1200,3-Sep,11079,V-2,5,79.26,67.53,580,40,120.7,3.99,11.18,12.25,106.56,109.5,7.32,0.14,Open Standard,,
169,XR650L,10-Jul,5949,1,5,33.3,31.1,349,47.7,98,5.83,n/.a,14.33,89.05,132.1,10.48,0.1,Middleweight Dual-Sport,,
457,XT1200Z Super Ténéré,12-Nov,13900,I-2,6,91.3,72.3,587,37.9,127.7,3.65,10.12,11.89,109.57,130.4,6.43,0.16,Open Adventure-Tourer,,
428,XT250,4-Aug,4399,1,5,15.4,11.8,288,67.8,75.9,10.35,n/.a,16.97,71.76,158,18.7,0.05,Lightweight Dual-Sport,,
425,Yamaha TW200,2-Oct,4190,1,5,13.17,9.14,282.5,60.75,70.6,14.75,n/.a,18.61,65.82,141.41,21.45,0.05,Lightweight Dual-Sport,,
450,YZF-R1 ’02,8-Feb,10299,I-4,6,127.2,70.4,439,41.5,173,2.99,5.79,10.17,136.56,115.3,3.45,0.29,Open Sportbike,,
452,YZF-R1 ’07,3-Jul,11599,I-4,6,156.7,75.5,459,36,182,2.94,5.46,9.88,145.5,117.9,2.93,0.34,Open Sportbike,,
453,YZF-R1 ’10,2-Oct,13290,I-4,6,153.77,76.28,471.5,29.4,176.7,2.88,5.6,10.05,138.51,124,3.06,0.33,Open Sportbike,,
449,YZF-R1 ’98,May-98,10199,I-4,5,129.4,72.7,451,42.8,168,2.96,5.93,10.19,131.4,113.9,3.49,0.29,Open Sportbike,,
451,YZF-R1S,6-Apr,10599,I-4,6,144.5,68.9,446,41.6,179,3.04,5.42,9.9,144.98,117.3,3.09,0.32,Open Sportbike,,
435,YZF-R6 ’01,3-Jan,7999,I-4,6,97.5,44.4,426,42.5,156,3.02,6.58,10.59,128.1,112.3,4.37,0.23,Middleweight Sportbike,,
434,YZF-R6 ’99,Jun-99,7999,I-4,6,93.3,42,430,38.1,157,3.35,7.26,10.97,125.18,116.5,4.61,0.22,Middleweight Sportbike,,
454,YZF1000R,Jun-97,9799,I-4,5,123.4,71.3,512,36.6,164,2.96,6.18,10.38,132.72,111.3,4.15,0.24,Open Sportbike,,
433,YZF600R ’06,12-May,7099,I-4,6,82,41.8,490,43.3,147,4.12,9.43,12.01,115.17,119.4,5.98,0.17,Middleweight Sportbike,,
432,YZF600R ’97,May-97,7399,I-4,6,85.6,44.3,486,42.9,149,3.42,7.7,11.17,122,108.2,5.68,0.18,Middleweight Sportbike,,
260,Z1000 3-Oct,3-Oct,10499,I-4,6,123.17,73.74,480,37.2,149.3,3.05,6.45,10.64,126.63,110.3,3.89,0.26,Open Standard,,
259,Z1000 8-Jul,8-Jul,8649,I-4,6,110,67,509,40.7,155,3.36,7.83,11.2,119.34,117.3,4.62,0.22,Open Standard,,
248,Z750S,5-May,7099,I-4,6,93.9,51.6,489,51.4,146,3.35,8.2,11.41,116.84,117.4,5.2,0.19,Middleweight Standard,,
476,Zero DS Electric,7-Nov,10495,DC,1,22.6,n/.a,296,n/.a,68.1,11.73,n/.a,19.31,66.86,139.2,13.15,0.08,Electric Dual-Sport,,
257,ZG1000A20 Concours ’05,2-May,8299,I-4,6,91,64.5,672,39.4,127,3.85,10.41,12.01,108.93,122,7.38,0.14,Open Sport-Tourer,,
246,ZR-7,6/00,5699,I-4,5,68.9,45.5,508,38.8,125,4.08,11.67,12.39,105.39,118.2,7.37,0.14,Middleweight Standard,,
253,ZR1000-A1,6-Mar,8499,I-4,6,115.8,64.8,490,36.9,153,3.03,6.44,10.52,131.77,113.7,4.23,0.24,Open Standard,,
263,ZRX-1200R,6-Jan,7899,I-4,5,111.7,80.7,535,46.8,147,3,7.15,10.85,121.13,117.6,4.79,0.21,Open Standard,,
262,ZRX1100,11/00,7399,I-4,5,94.9,69.3,546,35,144,3.16,7.28,10.91,122.49,117.1,5.75,0.17,Open Sportbike,,
258,ZX-10R,11-Apr,10999,I-4,6,148.2,76.1,432,42,184,3.12,5.65,10.02,145.58,115.5,2.91,0.34,Open Sportbike,,
261,ZX-11,Apr-97,10599,I-4,6,133,78.8,603,42.7,169,2.95,6.3,10.43,131.39,118.6,4.6,0.22,Open Sportbike,,
267,ZX-12R,5-Feb,10999,I-4,6,161.2,91.2,545,32.1,186,2.91,5.49,9.9,143.59,110.9,3.38,0.3,Open Sportbike,,
236,ZX-6R ‘13,Mar-13,11999,I-4,6,113.64,47.24,421,42.4,161.8,3.31,6.71,10.72,128.66,126.6,3.71,0.27,Middleweight Sportbike,,
233,ZX-6R ’01,3-Jan,8099,I-4,6,96.2,44.2,435,41.4,154,3.02,6.79,10.69,126.68,114.9,4.52,0.22,Middleweight Sportbike,,
235,ZX-6R ’05,9-May,8600,I-4,6,103.5,45.1,424,41.7,164,3.06,6.87,10.78,127.12,118.9,4.09,0.24,Middleweight Sportbike,,
231,ZX-6R ’97,May-97,8299,I-4,6,89.2,44.6,465,35,154,3.26,7.34,10.97,124.72,114.9,5.21,0.19,Middleweight Sportbike,,
232,ZX-6R ’99,Jun-99,7999,I-4,6,94.5,43.4,446,38,156,3.13,7.19,10.89,125.04,117.6,4.72,0.21,Middleweight Sportbike,,
247,ZX-7R,Sep-96,9399,I-4,6,104,52.4,518,37.2,155,3.44,7.69,11.17,122.27,111.7,4.98,0.2,Middleweight Sportbike,,
251,ZX-9R ’02,12-Feb,9499,I-4,6,121.2,66.4,470,41.8,168,3.04,5.98,10.33,134.93,117.1,3.88,0.26,Open Sportbike,,
250,ZX-9R ’98,May-98,9999,I-4,6,124.5,65.5,477,39.1,170,3.02,6.1,10.28,135.32,116.9,3.83,0.26,Open Sportbike,,
264,ZZR-1200,7-Feb,10499,I-4,6,131.3,79.1,602,39.4,167,2.96,6.18,10.39,133.76,122.8,4.58,0.22,Open Sportbike,,
234,ZZR600,12-May,7299,I-4,6,89.7,42.7,441,36.1,156,3.42,7.8,11.19,121.96,119.4,4.92,0.2,Middleweight Sportbike,,
